Series▲▼,Product Image,Product Line▲▼,PPPMat 10 x 1000 μs(W)▲▼,Package (JEDEC®)Code▲▼,TVS Polarity▲▼,Stand-OffVoltageVWM(V)▲▼,BreakdownVoltage VBRat IT(V) Min.▲▼,BreakdownVoltage VBRat IT(V) Max.▲▼,TJMax.(°C)▲▼,AEC-Q101Qualified▲▼,Image path
SM5S10AHM3 thru SM5S43AHM3,Enlarge,PAR® TVS,3600,DO-218AC,Unidirectional,36,40,44.2,175,Yes,image/diodes/tvs-protection/98641.png
SM5S10AHM3 thru SM5S43AHM3,Enlarge,PAR® TVS,3600,DO-218AC,Unidirectional,10,11.1,12.3,175,Yes,image/diodes/tvs-protection/98641.png
SM5S10AHM3 thru SM5S43AHM3,Enlarge,PAR® TVS,3600,DO-218AC,Unidirectional,18,20,22.1,175,Yes,image/diodes/tvs-protection/98641.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,15,16.7,18.5,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,85,94.4,104,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,28,31.1,34.4,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,51,56.7,62.7,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,12,13.3,14.7,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,70,77.8,86,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,22,24.4,26.9,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,43,47.8,52.8,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,58,64.4,71.2,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,17,18.9,20.9,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,33,36.7,40.6,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,14,15.6,17.2,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,78,86.7,95.8,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,26,28.9,31.9,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,48,53.3,58.9,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,11,12.2,13.5,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,64,71.1,78.6,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,20,22.2,24.5,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,40,44.4,49.1,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,16,17.8,19.7,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,30,33.3,36.8,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,54,60,66.3,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,13,14.4,15.9,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,75,83.3,92.1,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,24,26.7,29.5,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,45,50,55.3,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,60,66.7,73.7,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,18,20,22.1,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,36,40,44.2,175,Yes,image/diodes/tvs-protection/98458.png
SM5S10CA thru SM5S85CA,Enlarge,PAR® TVS,3600,DO-218AB,Bidirectional,10,11.1,12.3,175,Yes,image/diodes/tvs-protection/98458.png
SM6A27,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,22,24,30,175,Yes,image/diodes/tvs-protection/88383.png
SM6A27HM3,Enlarge,PAR® TVS,4600,DO-218AC,Unidirectional,22,24,30,175,Yes,image/diodes/tvs-protection/98644.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,17,18.9,20.9,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,33,36.7,40.6,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,14,15.6,17.2,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,26,28.9,31.9,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,11,12.2,13.5,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,20,22.2,24.5,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,16,17.8,19.7,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,30,33.3,36.8,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,13,14.4,15.9,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,24,26.7,29.5,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,36,40,44.2,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,10,11.1,12.3,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,18,20,22.1,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,15,16.7,18.5,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,28,31.1,34.4,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,12,13.3,14.7,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10A thru SM6S36A,Enlarge,PAR® TVS,4600,DO-218AB,Unidirectional,22,24.4,26.9,175,Yes,image/diodes/tvs-protection/88384.png
SM6S10AHM3 thru SM6S43AHM3,Enlarge,PAR® TVS,4600,DO-218AC,Unidirectional,43,47.8,52.8,175,Yes,image/diodes/tvs-protection/98645.png
SM6S10AHM3 thru SM6S43AHM3,Enlarge,PAR® TVS,4600,DO-218AC,Unidirectional,12,13.3,14.7,175,Yes,image/diodes/tvs-protection/98645.png
SM6S10AHM3 thru SM6S43AHM3,Enlarge,PAR® TVS,4600,DO-218AC,Unidirectional,22,24.4,26.9,175,Yes,image/diodes/tvs-protection/98645.png
