Series▲▼,Product Image,Product Line▲▼,PPPMat 10 x 1000 μs(W)▲▼,Package (JEDEC®)Code▲▼,TVS Polarity▲▼,Stand-OffVoltageVWM(V)▲▼,BreakdownVoltage VBRat IT(V) Min.▲▼,BreakdownVoltage VBRat IT(V) Max.▲▼,TJMax.(°C)▲▼,AEC-Q101Qualified▲▼,Image path
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",17,18.9,20.9,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",130,144,159,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",43,47.8,52.8,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",70,77.8,86,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",7.5,8.33,9.21,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",14,15.6,17.2,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",100,111,123,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",33,36.7,40.6,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",58,64.4,71.2,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",20,22.2,24.5,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",6,6.67,7.37,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",11,12.2,13.5,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",26,28.9,31.9,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",160,178,197,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",48,53.3,58.9,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",78,86.7,95.8,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",8.5,9.44,10.4,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",16,17.8,19.7,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",120,133,147,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",40,44.4,49.1,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",64,71.1,78.6,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",7,7.78,8.6,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",13,14.4,15.9,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",90,100,111,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",30,33.3,36.8,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",188,209,231,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",54,60,66.3,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",18,20,22.1,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",5,6.4,7.07,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",10,11.1,12.3,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",24,26.7,29.5,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",150,167,185,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",45,50,55.3,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",75,83.3,92.1,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",8,8.89,9.83,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",15,16.7,18.5,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",110,122,135,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",36,40,44.2,150,Yes,image/diodes/tvs-protection/88390.png
SMAJ5.0A thru SMAJ188CA,Enlarge,TRANSZORB® TVS,400,SMA (DO-214AC),"Unidirectional, bidirectional",60,66.7,73.7,150,Yes,image/diodes/tvs-protection/88390.png
"SMAJ530, SMAJ550",Enlarge,TRANSZORB® TVS,300,SMA (DO-214AC),Unidirectional,477,530,,150,Yes,image/diodes/tvs-protection/88391.png
"SMAJ530, SMAJ550",Enlarge,TRANSZORB® TVS,300,SMA (DO-214AC),Unidirectional,495,550,,150,Yes,image/diodes/tvs-protection/88391.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",11,12.2,13.5,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",20,22.2,24.5,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",6,6.67,7.37,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",8.5,9.44,10.4,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",16,17.8,19.7,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",30,33.3,36.8,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",40,44.4,49.1,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",13,14.4,15.9,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",24,26.7,29.5,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",7,7.78,8.6,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",10,11.1,12.3,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",18,20,22.1,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",5,6.4,7.07,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",36,40,44.2,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",8,8.89,9.83,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",15,16.7,18.5,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",28,31.1,34.4,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",12,13.3,14.7,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",22,24.4,26.9,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",6.5,7.22,7.98,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",9,10,11.1,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",17,18.9,20.9,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",33,36.7,40.6,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",7.5,8.33,9.21,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",14,15.6,17.2,150,Yes,image/diodes/tvs-protection/88422.png
SMB10(8)J5.0(C)A thru SMB10(8)J40(C)A,Enlarge,TRANSZORB® TVS,1000,SMB (DO-214AA),"Unidirectional, bidirectional",26,28.9,31.9,150,Yes,image/diodes/tvs-protection/88422.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",6,6.67,7.37,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",7.5,8.33,9.21,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",48,53.3,58.9,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",14,15.6,17.2,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",78,86.7,95.8,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",26,28.9,31.9,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",160,178,197,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",40,44.4,49.1,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",11,12.2,13.5,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",64,71.1,78.6,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",20,22.2,24.5,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",120,133,147,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",7,7.78,8.6,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",8.5,9.44,10.4,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",54,60,66.3,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",16,17.8,19.7,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",90,100,111,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",30,33.3,36.8,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",188,209,231,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",5,6.4,7.07,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",45,50,55.3,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",13,14.4,15.9,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",75,83.3,92.1,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",24,26.7,29.5,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",150,167,185,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",10,11.1,12.3,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",60,66.7,73.7,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",18,20,22.1,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",110,122,135,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",36,40,44.2,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",6.5,7.22,7.98,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",8,8.89,9.83,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",51,56.7,62.7,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",15,16.7,18.5,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",85,94.4,104,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",28,31.1,34.4,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",170,189,209,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",43,47.8,52.8,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",12,13.3,14.7,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",70,77.8,86,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",22,24.4,26.9,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",130,144,159,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",9,10,11.1,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",58,64.4,71.2,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",17,18.9,20.9,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",100,111,123,150,Yes,image/diodes/tvs-protection/88456.png
SMBG5.0A thru SMBG188CA,Enlarge,TRANSZORB® TVS,600,SMBG (DO-215AA),"Unidirectional, bidirectional",33,36.7,40.6,150,Yes,image/diodes/tvs-protection/88456.png
SMBJ3V3,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),Unidirectional,3.3,4.1,,175,Yes,image/diodes/tvs-protection/88940.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",10,11.1,12.3,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",60,66.7,73.7,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",18,20,22.1,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",110,122,135,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",36,40,44.2,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",6.5,7.22,7.98,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",51,56.7,62.7,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",15,16.7,18.5,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",85,94.4,104,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",28,31.1,34.4,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",170,189,209,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",9,10,11.1,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",12,13.3,14.7,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",70,77.8,86,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",22,24.4,26.9,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",130,144,159,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",43,47.8,52.8,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",7.5,8.33,9.21,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",58,64.4,71.2,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",17,18.9,20.9,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",100,111,123,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",33,36.7,40.6,150,Yes,image/diodes/tvs-protection/88392.png
SMBJ5.0A thru SMBJ188A,Enlarge,TRANSZORB® TVS,600,SMB (DO-214AA),"Unidirectional, bidirectional",6,6.67,7.37,150,Yes,image/diodes/tvs-protection/88392.png
