Part Number▲▼,Product Image,IF(AV)(A)▲▼,VFat IF(V at A)▲▼,IFSM(A)▲▼,Rev. Voltage(V)▲▼,TJmax.(°C)▲▼,Package (JEDEC®) Code▲▼,Circuit Configuration▲▼,Image path
2W005G,Enlarge,2,1.1,60,50,150,WOG,Quad,image/diodes/bridge/88528.png
2W01G,Enlarge,2,1.1,60,100,150,WOG,Quad,image/diodes/bridge/88528.png
2W02G,Enlarge,2,1.1,60,200,150,WOG,Quad,image/diodes/bridge/88528.png
2W04G,Enlarge,2,1.1,60,400,150,WOG,Quad,image/diodes/bridge/88528.png
2W06G,Enlarge,2,1.1,60,600,150,WOG,Quad,image/diodes/bridge/88528.png
2W08G,Enlarge,2,1.1,60,800,150,WOG,Quad,image/diodes/bridge/88528.png
2W10G,Enlarge,2,1.1,60,1000,150,WOG,Quad,image/diodes/bridge/88528.png
B125C1000G,Enlarge,1,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88500.png
B125C1000G,Enlarge,1,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88500.png
B125C1000G,Enlarge,1,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88500.png
B125C1000G,Enlarge,1,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88500.png
B125C1000G,Enlarge,1,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88500.png
B125C1500G,Enlarge,1.5,1.0,50,400,125,WOG,Quad,image/diodes/bridge/88501.png
B125C1500G,Enlarge,1.5,1.0,50,125,125,WOG,Quad,image/diodes/bridge/88501.png
B125C1500G,Enlarge,1.5,1.0,50,600,125,WOG,Quad,image/diodes/bridge/88501.png
B125C1500G,Enlarge,1.5,1.0,50,200,125,WOG,Quad,image/diodes/bridge/88501.png
B125C1500G,Enlarge,1.5,1.0,50,65,125,WOG,Quad,image/diodes/bridge/88501.png
B125C800DM,Enlarge,0.9,1.0,45,200,125,DFM,Quad,image/diodes/bridge/88533.png
B125C800G,Enlarge,0.9,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88534.png
B125C800G,Enlarge,0.9,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88534.png
B125C800G,Enlarge,0.9,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88534.png
B125C800G,Enlarge,0.9,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88534.png
B125C800G,Enlarge,0.9,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88534.png
B250C1000G,Enlarge,1,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88500.png
B250C1000G,Enlarge,1,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88500.png
B250C1000G,Enlarge,1,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88500.png
B250C1000G,Enlarge,1,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88500.png
B250C1000G,Enlarge,1,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88500.png
B250C1500G,Enlarge,1.5,1.0,50,125,125,WOG,Quad,image/diodes/bridge/88501.png
B250C1500G,Enlarge,1.5,1.0,50,600,125,WOG,Quad,image/diodes/bridge/88501.png
B250C1500G,Enlarge,1.5,1.0,50,200,125,WOG,Quad,image/diodes/bridge/88501.png
B250C1500G,Enlarge,1.5,1.0,50,65,125,WOG,Quad,image/diodes/bridge/88501.png
B250C1500G,Enlarge,1.5,1.0,50,400,125,WOG,Quad,image/diodes/bridge/88501.png
B250C800DM,Enlarge,0.9,1.0,45,400,125,DFM,Quad,image/diodes/bridge/88533.png
B250C800G,Enlarge,0.9,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88534.png
B250C800G,Enlarge,0.9,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88534.png
B250C800G,Enlarge,0.9,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88534.png
B250C800G,Enlarge,0.9,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88534.png
B250C800G,Enlarge,0.9,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88534.png
B2M,Enlarge,0.5,1.0,30,200,150,MBM,Quad,image/diodes/bridge/88898.png
B2S,Enlarge,0.5,1.0,30,200,150,MBS (TO-269AA),Quad,image/diodes/bridge/88893.png
B380C1000G,Enlarge,1,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88500.png
B380C1000G,Enlarge,1,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88500.png
B380C1000G,Enlarge,1,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88500.png
B380C1000G,Enlarge,1,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88500.png
B380C1000G,Enlarge,1,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88500.png
B380C1500G,Enlarge,1.5,1.0,50,200,125,WOG,Quad,image/diodes/bridge/88501.png
B380C1500G,Enlarge,1.5,1.0,50,65,125,WOG,Quad,image/diodes/bridge/88501.png
B380C1500G,Enlarge,1.5,1.0,50,400,125,WOG,Quad,image/diodes/bridge/88501.png
B380C1500G,Enlarge,1.5,1.0,50,125,125,WOG,Quad,image/diodes/bridge/88501.png
B380C1500G,Enlarge,1.5,1.0,50,600,125,WOG,Quad,image/diodes/bridge/88501.png
B380C800DM,Enlarge,0.9,1.0,45,600,125,DFM,Quad,image/diodes/bridge/88533.png
B380C800G,Enlarge,0.9,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88534.png
B380C800G,Enlarge,0.9,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88534.png
B380C800G,Enlarge,0.9,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88534.png
B380C800G,Enlarge,0.9,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88534.png
B380C800G,Enlarge,0.9,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88534.png
B40C1000G,Enlarge,1,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88500.png
B40C1000G,Enlarge,1,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88500.png
B40C1000G,Enlarge,1,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88500.png
B40C1000G,Enlarge,1,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88500.png
B40C1000G,Enlarge,1,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88500.png
B40C1500G,Enlarge,1.5,1.0,50,200,125,WOG,Quad,image/diodes/bridge/88501.png
B40C1500G,Enlarge,1.5,1.0,50,65,125,WOG,Quad,image/diodes/bridge/88501.png
B40C1500G,Enlarge,1.5,1.0,50,400,125,WOG,Quad,image/diodes/bridge/88501.png
B40C1500G,Enlarge,1.5,1.0,50,125,125,WOG,Quad,image/diodes/bridge/88501.png
B40C1500G,Enlarge,1.5,1.0,50,600,125,WOG,Quad,image/diodes/bridge/88501.png
B40C800DM,Enlarge,0.9,1.0,45,65,125,DFM,Quad,image/diodes/bridge/88533.png
B40C800G,Enlarge,0.9,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88534.png
B40C800G,Enlarge,0.9,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88534.png
B40C800G,Enlarge,0.9,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88534.png
B40C800G,Enlarge,0.9,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88534.png
B40C800G,Enlarge,0.9,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88534.png
B4M,Enlarge,0.5,1.0,30,400,150,MBM,Quad,image/diodes/bridge/88898.png
B4S,Enlarge,0.5,1.0,30,400,150,MBS (TO-269AA),Quad,image/diodes/bridge/88893.png
B6M,Enlarge,0.5,1.0,30,600,150,MBM,Quad,image/diodes/bridge/88898.png
B6S,Enlarge,0.5,1.0,30,600,150,MBS (TO-269AA),Quad,image/diodes/bridge/88893.png
B80C1000G,Enlarge,1,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88500.png
B80C1000G,Enlarge,1,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88500.png
B80C1000G,Enlarge,1,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88500.png
B80C1000G,Enlarge,1,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88500.png
B80C1000G,Enlarge,1,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88500.png
B80C1500G,Enlarge,1.5,1.0,50,65,125,WOG,Quad,image/diodes/bridge/88501.png
B80C1500G,Enlarge,1.5,1.0,50,400,125,WOG,Quad,image/diodes/bridge/88501.png
B80C1500G,Enlarge,1.5,1.0,50,125,125,WOG,Quad,image/diodes/bridge/88501.png
B80C1500G,Enlarge,1.5,1.0,50,600,125,WOG,Quad,image/diodes/bridge/88501.png
B80C1500G,Enlarge,1.5,1.0,50,200,125,WOG,Quad,image/diodes/bridge/88501.png
B80C800DM,Enlarge,0.9,1.0,45,125,125,DFM,Quad,image/diodes/bridge/88533.png
B80C800G,Enlarge,0.9,1.0,45,65,125,WOG,Quad,image/diodes/bridge/88534.png
B80C800G,Enlarge,0.9,1.0,45,400,125,WOG,Quad,image/diodes/bridge/88534.png
B80C800G,Enlarge,0.9,1.0,45,125,125,WOG,Quad,image/diodes/bridge/88534.png
B80C800G,Enlarge,0.9,1.0,45,600,125,WOG,Quad,image/diodes/bridge/88534.png
B80C800G,Enlarge,0.9,1.0,45,200,125,WOG,Quad,image/diodes/bridge/88534.png
BU1006,Enlarge,10,0.88,120,600,150,BU,In-line,image/diodes/bridge/84801.png
BU1006A,Enlarge,10,0.94,90,600,150,BU,In-line,image/diodes/bridge/84800.png
BU1008,Enlarge,10,0.88,120,800,150,BU,In-line,image/diodes/bridge/84801.png
BU1008A,Enlarge,10,0.94,90,800,150,BU,In-line,image/diodes/bridge/84800.png
BU1010,Enlarge,10,0.88,120,1000,150,BU,In-line,image/diodes/bridge/84801.png
BU1010A,Enlarge,10,0.94,90,1000,150,BU,In-line,image/diodes/bridge/84800.png
BU1206,Enlarge,12,0.88,150,600,150,BU,In-line,image/diodes/bridge/84802.png
BU1208,Enlarge,12,0.88,150,800,150,BU,In-line,image/diodes/bridge/84802.png
BU1210,Enlarge,12,0.88,150,1000,150,BU,In-line,image/diodes/bridge/84802.png
BU1506,Enlarge,15,0.87,200,600,150,BU,In-line,image/diodes/bridge/84803.png
BU1508,Enlarge,15,0.87,200,800,150,BU,In-line,image/diodes/bridge/84803.png
BU1510,Enlarge,15,0.87,200,1000,150,BU,In-line,image/diodes/bridge/84803.png
BU2006,Enlarge,20,0.85,240,600,150,BU,In-line,image/diodes/bridge/84804.png
BU2008,Enlarge,20,0.85,240,800,150,BU,In-line,image/diodes/bridge/84804.png
BU2010,Enlarge,20,0.85,240,1000,150,BU,In-line,image/diodes/bridge/84804.png
BU2506,Enlarge,25,0.87,300,600,150,BU,In-line,image/diodes/bridge/84805.png
BU2508,Enlarge,25,0.87,300,800,150,BU,In-line,image/diodes/bridge/84805.png
BU2510,Enlarge,25,0.87,300,1000,150,BU,In-line,image/diodes/bridge/84805.png
BU25H06,Enlarge,25,0.87,300,600,175,BU,In-line,image/diodes/bridge/87650.png
BU25H08,Enlarge,25,0.87,300,800,175,BU,In-line,image/diodes/bridge/87650.png
DF005M,Enlarge,1,1.1,50,50,150,DFM,Quad,image/diodes/bridge/88571.png
DF005MA,Enlarge,1,1.1,30,50,150,DFM,Quad,image/diodes/bridge/88572.png
DF005S,Enlarge,1,1.1,50,50,150,DFS,Quad,image/diodes/bridge/88573.png
DF005SA,Enlarge,1,1.1,30,50,150,DFS,Quad,image/diodes/bridge/88574.png
DF01M,Enlarge,1,1.1,50,100,150,DFM,Quad,image/diodes/bridge/88571.png
DF01MA,Enlarge,1,1.1,30,100,150,DFM,Quad,image/diodes/bridge/88572.png
DF01S,Enlarge,1,1.1,50,100,150,DFS,Quad,image/diodes/bridge/88573.png
DF01SA,Enlarge,1,1.1,30,100,150,DFS,Quad,image/diodes/bridge/88574.png
DF02M,Enlarge,1,1.1,50,200,150,DFM,Quad,image/diodes/bridge/88571.png
DF02MA,Enlarge,1,1.1,30,200,150,DFM,Quad,image/diodes/bridge/88572.png
DF02S,Enlarge,1,1.1,50,200,150,DFS,Quad,image/diodes/bridge/88573.png
DF02SA,Enlarge,1,1.1,30,200,150,DFS,Quad,image/diodes/bridge/88574.png
DF04M,Enlarge,1,1.1,50,400,150,DFM,Quad,image/diodes/bridge/88571.png
DF04MA,Enlarge,1,1.1,30,400,150,DFM,Quad,image/diodes/bridge/88572.png
DF04S,Enlarge,1,1.1,50,400,150,DFS,Quad,image/diodes/bridge/88573.png
DF04SA,Enlarge,1,1.1,30,400,150,DFS,Quad,image/diodes/bridge/88574.png
DF06M,Enlarge,1,1.1,50,600,150,DFM,Quad,image/diodes/bridge/88571.png
DF06MA,Enlarge,1,1.1,30,600,150,DFM,Quad,image/diodes/bridge/88572.png
DF06S,Enlarge,1,1.1,50,600,150,DFS,Quad,image/diodes/bridge/88573.png
DF06SA,Enlarge,1,1.1,30,600,150,DFS,Quad,image/diodes/bridge/88574.png
DF08M,Enlarge,1,1.1,50,800,150,DFM,Quad,image/diodes/bridge/88571.png
DF08MA,Enlarge,1,1.1,30,800,150,DFM,Quad,image/diodes/bridge/88572.png
DF08S,Enlarge,1,1.1,50,800,150,DFS,Quad,image/diodes/bridge/88573.png
DF08SA,Enlarge,1,1.1,30,800,150,DFS,Quad,image/diodes/bridge/88574.png
DF10M,Enlarge,1,1.1,50,1000,150,DFM,Quad,image/diodes/bridge/88571.png
DF10MA,Enlarge,1,1.1,30,1000,150,DFM,Quad,image/diodes/bridge/88572.png
DF10S,Enlarge,1,1.1,50,1000,150,DFS,Quad,image/diodes/bridge/88573.png
DF10SA,Enlarge,1,1.1,30,1000,150,DFS,Quad,image/diodes/bridge/88574.png
DF15005S,Enlarge,1.5,1.1,50,50,150,DFS,Quad,image/diodes/bridge/88570.png
DF1501S,Enlarge,1.5,1.1,50,100,150,DFS,Quad,image/diodes/bridge/88570.png
DF1502S,Enlarge,1.5,1.1,50,200,150,DFS,Quad,image/diodes/bridge/88570.png
DF1504S,Enlarge,1.5,1.1,50,400,150,DFS,Quad,image/diodes/bridge/88570.png
DF1506S,Enlarge,1.5,1.1,50,600,150,DFS,Quad,image/diodes/bridge/88570.png
DF1508S,Enlarge,1.5,1.1,50,800,150,DFS,Quad,image/diodes/bridge/88570.png
DF1510S,Enlarge,1.5,1.1,50,1000,150,DFS,Quad,image/diodes/bridge/88570.png
DFL15005S,Enlarge,1.5,1.1,50,50,150,DFS low profile,Quad,image/diodes/bridge/88874.png
DFL1501S,Enlarge,1.5,1.1,50,100,150,DFS low profile,Quad,image/diodes/bridge/88874.png
DFL1502S,Enlarge,1.5,1.1,50,200,150,DFS low profile,Quad,image/diodes/bridge/88874.png
DFL1504S,Enlarge,1.5,1.1,50,400,150,DFS low profile,Quad,image/diodes/bridge/88874.png
DFL1506S,Enlarge,1.5,1.1,50,600,150,DFS low profile,Quad,image/diodes/bridge/88874.png
DFL1508S,Enlarge,1.5,1.1,50,800,150,DFS low profile,Quad,image/diodes/bridge/88874.png
DFL1510S,Enlarge,1.5,1.1,50,1000,150,DFS low profile,Quad,image/diodes/bridge/88874.png
EDF1AM,Enlarge,1,1.05,50,50,150,DFM,Quad,image/diodes/bridge/88577.png
EDF1AS,Enlarge,1,1.05,50,50,150,DFS,Quad,image/diodes/bridge/88578.png
EDF1BM,Enlarge,1,1.05,50,100,150,DFM,Quad,image/diodes/bridge/88577.png
EDF1BS,Enlarge,1,1.05,50,100,150,DFS,Quad,image/diodes/bridge/88578.png
EDF1CM,Enlarge,1,1.05,50,150,150,DFM,Quad,image/diodes/bridge/88577.png
EDF1CS,Enlarge,1,1.05,50,150,150,DFS,Quad,image/diodes/bridge/88578.png
EDF1DM,Enlarge,1,1.05,50,200,150,DFM,Quad,image/diodes/bridge/88577.png
