Series▲▼,Product Image,Part Number▲▼,VzMin.(V)▲▼,VzMax.(V)▲▼,VzNom.(V)▲▼,Izt(mA)▲▼,Ptot(mW)▲▼,Package (JEDEC®) Code▲▼,VzSpecification▲▼,AEC-Q101Qualified▲▼,Image path
BZX85-Series,Enlarge,BZX85B7V5,3.3,75,7.5,35,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B8V2,3.3,75,8.2,25,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B9V1,3.3,75,9.1,25,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B10,3.3,75,10,25,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B11,3.3,75,11,20,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B12,3.3,75,12,20,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B13,3.3,75,13,20,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B15,3.3,75,15,15,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B16,3.3,75,16,15,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B18,3.3,75,18,15,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B20,3.3,75,20,10,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B22,3.3,75,22,10,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B24,3.3,75,24,10,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B27,3.3,75,27,8,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B30,3.3,75,30,8,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B33,3.3,75,33,8,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B36,3.3,75,36,8,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B39,3.3,75,39,6,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B43,3.3,75,43,6,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B47,3.3,75,47,4,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B51,3.3,75,51,4,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B56,3.3,75,56,4,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B62,3.3,75,62,4,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B68,3.3,75,68,4,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX85-Series,Enlarge,BZX85B75,3.3,75,75,4,1300,DO-41 (DO-204AL),Pulse current,No,image/diodes/zener-stabilizers/85607.png
BZX884L Series,Enlarge,BZX884B4V7L,4.7,47,4.7,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B5V1L,4.7,47,5.1,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B5V6L,4.7,47,5.6,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B6V2L,4.7,47,6.2,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B6V8L,4.7,47,6.8,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B7V5L,4.7,47,7.5,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B8V2L,4.7,47,8.2,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B9V1L,4.7,47,9.1,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B10L,4.7,47,10,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B11L,4.7,47,11,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B12L,4.7,47,12,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B13L,4.7,47,13,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B15L,4.7,47,15,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B16L,4.7,47,16,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B18L,4.7,47,18,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B20L,4.7,47,20,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B22L,4.7,47,22,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B24L,4.7,47,24,5,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B27L,4.7,47,27,2,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B30L,4.7,47,30,2,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B33L,4.7,47,33,2,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B36L,4.7,47,36,2,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B39L,4.7,47,39,2,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B43L,4.7,47,43,2,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
BZX884L Series,Enlarge,BZX884B47L,4.7,47,47,2,300,DFN1006-2A,Pulse current,Yes,image/diodes/zener-stabilizers/86186.png
DZ23 Series,Enlarge,DZ23C2V2,2.2,75,2.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C2V4,2.2,75,2.4,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C2V7,2.2,75,2.7,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C3V0,2.2,75,3,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C3V3,2.2,75,3.3,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C3V6,2.2,75,3.6,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C3V9,2.2,75,3.9,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C4V3,2.2,75,4.3,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C4V7,2.2,75,4.7,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C5V1,2.2,75,5.1,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C5V6,2.2,75,5.6,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C6V2,2.2,75,6.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C6V8,2.2,75,6.8,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C7V5,2.2,75,7.5,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C8V2,2.2,75,8.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C9V1,2.2,75,9.1,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C10,2.2,75,10,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C11,2.2,75,11,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C12,2.2,75,12,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C13,2.2,75,13,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C15,2.2,75,15,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C16,2.2,75,16,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C18,2.2,75,18,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C20,2.2,75,20,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C22,2.2,75,22,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C24,2.2,75,24,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C27,2.2,75,27,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C30,2.2,75,30,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C33,2.2,75,33,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C36,2.2,75,36,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C39,2.2,75,39,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C43,2.2,75,43,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C47,2.2,75,47,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C51,2.2,75,51,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C56,2.2,75,56,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C62,2.2,75,62,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C68,2.2,75,68,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23 Series,Enlarge,DZ23C75,2.2,75,75,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86346.png
DZ23-G Series,Enlarge,DZ23C2V2-G,2.2,75,2.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C2V4-G,2.2,75,2.4,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C2V7-G,2.2,75,2.7,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C3V0-G,2.2,75,3,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C3V3-G,2.2,75,3.3,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C3V6-G,2.2,75,3.6,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C3V9-G,2.2,75,3.9,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C4V3-G,2.2,75,4.3,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C4V7-G,2.2,75,4.7,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C5V1-G,2.2,75,5.1,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C5V6-G,2.2,75,5.6,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C6V2-G,2.2,75,6.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C6V8-G,2.2,75,6.8,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C7V5-G,2.2,75,7.5,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C8V2-G,2.2,75,8.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C9V1-G,2.2,75,9.1,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C10-G,2.2,75,10,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C11-G,2.2,75,11,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C12-G,2.2,75,12,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C13-G,2.2,75,13,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C15-G,2.2,75,15,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C16-G,2.2,75,16,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C18-G,2.2,75,18,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C20-G,2.2,75,20,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C22-G,2.2,75,22,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C24-G,2.2,75,24,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C27-G,2.2,75,27,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C30-G,2.2,75,30,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C33-G,2.2,75,33,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C36-G,2.2,75,36,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C39-G,2.2,75,39,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C43-G,2.2,75,43,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C47-G,2.2,75,47,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C51-G,2.2,75,51,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C56-G,2.2,75,56,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C62-G,2.2,75,62,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C68-G,2.2,75,68,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
DZ23-G Series,Enlarge,DZ23C75-G,2.2,75,75,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86341.png
GDZ-G-Series,Enlarge,GDZ2V0B-G,2,36,2,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ2V2B-G,2,36,2.2,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ2V4B-G,2,36,2.4,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ2V7B-G,2,36,2.7,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ3V0B-G,2,36,3,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ3V3B-G,2,36,3.3,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ3V6B-G,2,36,3.6,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ3V9B-G,2,36,3.9,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ4V3B-G,2,36,4.3,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ4V7B-G,2,36,4.7,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ5V1B-G,2,36,5.1,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ5V6B-G,2,36,5.6,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ6V2B-G,2,36,6.2,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ6V8B-G,2,36,6.8,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ7V5B-G,2,36,7.5,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ8V2B-G,2,36,8.2,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ9V1B-G,2,36,9.1,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ10B-G,2,36,10,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ11B-G,2,36,11,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ12B-G,2,36,12,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ13B-G,2,36,13,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ15B-G,2,36,15,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ16B-G,2,36,16,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ18B-G,2,36,18,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ20B-G,2,36,20,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ22B-G,2,36,22,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ24B-G,2,36,24,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ27B-G,2,36,27,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ30B-G,2,36,30,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ33B-G,2,36,33,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-G-Series,Enlarge,GDZ36B-G,2,36,36,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/83334.png
GDZ-Series,Enlarge,GDZ2V0B,2,36,2,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ2V2B,2,36,2.2,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ2V4B,2,36,2.4,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ2V7B,2,36,2.7,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ3V0B,2,36,3,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ3V3B,2,36,3.3,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ3V6B,2,36,3.6,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ3V9B,2,36,3.9,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ4V3B,2,36,4.3,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ4V7B,2,36,4.7,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ5V1B,2,36,5.1,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ5V6B,2,36,5.6,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ6V2B,2,36,6.2,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ6V8B,2,36,6.8,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ7V5B,2,36,7.5,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ8V2B,2,36,8.2,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ9V1B,2,36,9.1,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ10B,2,36,10,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ11B,2,36,11,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ12B,2,36,12,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ13B,2,36,13,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ15B,2,36,15,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ16B,2,36,16,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ18B,2,36,18,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ20B,2,36,20,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ22B,2,36,22,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ24B,2,36,24,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ27B,2,36,27,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ30B,2,36,30,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ33B,2,36,33,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GDZ-Series,Enlarge,GDZ36B,2,36,36,5,200,SOD-323,Pulse current,Yes,image/diodes/zener-stabilizers/85766.png
GLL4735 to GLL4763A,Enlarge,GLL4735,6.2,91,6.2,41,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4736,6.2,91,6.8,37,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
