Series▲▼,Product Image,Part Number▲▼,VzMin.(V)▲▼,VzMax.(V)▲▼,VzNom.(V)▲▼,Izt(mA)▲▼,Ptot(mW)▲▼,Package (JEDEC®) Code▲▼,VzSpecification▲▼,AEC-Q101Qualified▲▼,Image path
GLL4735 to GLL4763A,Enlarge,GLL4737,6.2,91,7.5,34,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4738,6.2,91,8.2,31,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4739,6.2,91,9.1,28,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4740,6.2,91,10,25,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4741,6.2,91,11,23,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4742,6.2,91,12,21,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4743,6.2,91,13,19,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4744,6.2,91,15,17,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4745,6.2,91,16,15.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4746,6.2,91,18,14,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4747,6.2,91,20,12.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4748,6.2,91,22,11.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4749,6.2,91,24,10.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4750,6.2,91,27,9.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4751,6.2,91,30,8.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4752,6.2,91,33,7.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4753,6.2,91,36,7,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4754,6.2,91,39,6.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4755,6.2,91,43,6,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4756,6.2,91,47,5.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4757,6.2,91,51,5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4758,6.2,91,56,4.5,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4759,6.2,91,62,4,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4760,6.2,91,68,3.7,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4761,6.2,91,75,3.3,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4762,6.2,91,82,3,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
GLL4735 to GLL4763A,Enlarge,GLL4763,6.2,91,91,2.8,1000,MELF (DO-213AB),Pulse current,No,image/diodes/zener-stabilizers/85781.png
MMBZ27VDA,Enlarge,MMBZ27VDA,27,27,27,1,300,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86349.png
MMBZ27VDA-G,Enlarge,MMBZ27VDA,27,27,27,1,300,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86446.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4681,2.4,43,2.4,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4682,2.4,43,2.7,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4683,2.4,43,3,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4684,2.4,43,3.3,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4685,2.4,43,3.6,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4686,2.4,43,3.9,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4687,2.4,43,4.3,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4688,2.4,43,4.7,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4689,2.4,43,5.1,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4690,2.4,43,5.6,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4691,2.4,43,6.2,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4692,2.4,43,6.8,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4693,2.4,43,7.5,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4694,2.4,43,8.2,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4695,2.4,43,8.7,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4696,2.4,43,9.1,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4697,2.4,43,10,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4698,2.4,43,11,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4699,2.4,43,12,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4700,2.4,43,13,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4701,2.4,43,14,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4702,2.4,43,15,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4703,2.4,43,16,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4704,2.4,43,17,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4705,2.4,43,18,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4706,2.4,43,19,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4707,2.4,43,20,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4708,2.4,43,22,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4709,2.4,43,24,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4710,2.4,43,25,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4711,2.4,43,27,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4712,2.4,43,28,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4713,2.4,43,30,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4714,2.4,43,33,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4715,2.4,43,36,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4716,2.4,43,39,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681 to MMSZ4717,Enlarge,MMSZ4717,2.4,43,43,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86343.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4681-G,2.4,43,2.4,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4682-G,2.4,43,2.7,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4683-G,2.4,43,3,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4684-G,2.4,43,3.3,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4685-G,2.4,43,3.6,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4686-G,2.4,43,3.9,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4687-G,2.4,43,4.3,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4688-G,2.4,43,4.7,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4689-G,2.4,43,5.1,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4690-G,2.4,43,5.6,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4691-G,2.4,43,6.2,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4692-G,2.4,43,6.8,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4693-G,2.4,43,7.5,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4694-G,2.4,43,8.2,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4695-G,2.4,43,8.7,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4696-G,2.4,43,9.1,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4697-G,2.4,43,10,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4698-G,2.4,43,11,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4699-G,2.4,43,12,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4700-G,2.4,43,13,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4701-G,2.4,43,14,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4702-G,2.4,43,15,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4703-G,2.4,43,16,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4704-G,2.4,43,17,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4705-G,2.4,43,18,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4706-G,2.4,43,19,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4707-G,2.4,43,20,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4708-G,2.4,43,22,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4709-G,2.4,43,24,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4710-G,2.4,43,25,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4711-G,2.4,43,27,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4712-G,2.4,43,28,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4713-G,2.4,43,30,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4714-G,2.4,43,33,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4715-G,2.4,43,36,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4716-G,2.4,43,39,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ4681-G to MMSZ4717-G,Enlarge,MMSZ4717-G,2.4,43,43,0.05,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86347.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5225,3,75,3,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5226,3,75,3.3,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5227,3,75,3.6,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5228,3,75,3.9,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5229,3,75,4.3,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5230,3,75,4.7,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5231,3,75,5.1,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5232,3,75,5.6,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5233,3,75,6,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5234,3,75,6.2,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5235,3,75,6.8,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5236,3,75,7.5,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5237,3,75,8.2,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5238,3,75,8.7,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5239,3,75,9.1,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5240,3,75,10,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5241,3,75,11,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5242,3,75,12,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5243,3,75,13,9.5,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5244,3,75,14,9,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5245,3,75,15,8.5,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5246,3,75,16,7.8,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5247,3,75,17,7.4,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5248,3,75,18,7,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5249,3,75,19,6.6,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5250,3,75,20,6.2,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5251,3,75,22,5.6,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5252,3,75,24,5.2,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5253,3,75,25,5,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5254,3,75,27,4.6,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5255,3,75,28,4.5,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5256,3,75,30,4.2,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5257,3,75,33,3.8,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5258,3,75,36,3.4,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5259,3,75,39,3.2,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5260,3,75,43,3,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5261,3,75,47,2.7,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5262,3,75,51,2.5,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5263,3,75,56,2.2,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5264,3,75,60,2.1,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5265,3,75,62,2,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5266,3,75,68,1.8,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225 to MMSZ5267,Enlarge,MMSZ5267,3,75,75,1.7,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86344.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5225-G,3,75,3,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5226-G,3,75,3.3,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5227-G,3,75,3.6,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5228-G,3,75,3.9,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5229-G,3,75,4.3,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5230-G,3,75,4.7,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5231-G,3,75,5.1,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5232-G,3,75,5.6,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5233-G,3,75,6,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5234-G,3,75,6.2,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5235-G,3,75,6.8,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5236-G,3,75,7.5,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5237-G,3,75,8.2,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5238-G,3,75,8.7,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5239-G,3,75,9.1,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5240-G,3,75,10,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
MMSZ5225-G to MMSZ5267-G,Enlarge,MMSZ5241-G,3,75,11,20,500,SOD-123,Thermal equilibrium,Yes,image/diodes/zener-stabilizers/86348.png
