Series▲▼;Product Image;Order Code▲▼;Cap (µF)▲▼;Voltage (V)▲▼;Form▲▼;Case Size▲▼;Temp Max (°C)▲▼;Useful Life▲▼;Style▲▼;Technology▲▼;Image path
235 EDLC-HVR ENYCAP™;Enlarge;MAL223591003E3;20000000;3;Radial;Ø16x20;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551003E3;20000000;3;Radial;Ø16x20;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551017E3;22000000;3;Radial;Ø12.5x40;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531017E3;22000000;3;Radial;Ø12.5x40;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551006E3;25000000;3;Radial;Ø16x25;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531006E3;25000000;3;Radial;Ø16x25;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223591006E3;25000000;3;Radial;Ø16x25;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223591004E3;25000000;3;Radial;Ø18x20;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531004E3;25000000;3;Radial;Ø18x20;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531013E3;10000000;3;Radial;Ø10x30;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551004E3;25000000;3;Radial;Ø18x20;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551013E3;10000000;3;Radial;Ø10x30;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551024E3;100000000;3;Radial;Ø20x40;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551007E3;30000000;3;Radial;Ø18x25;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531015E3;12000000;3;Radial;Ø12.5x25;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531007E3;30000000;3;Radial;Ø18x25;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223591007E3;30000000;3;Radial;Ø18x25;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551002E3;35000000;3;Radial;Ø16x31;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531002E3;35000000;3;Radial;Ø16x31;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223591002E3;35000000;3;Radial;Ø16x31;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223591001E3;40000000;3;Radial;Ø18x31;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551001E3;40000000;3;Radial;Ø18x31;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531001E3;40000000;3;Radial;Ø18x31;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551011E3;5000000;3;Radial;Ø10x20;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223531011E3;5000000;3;Radial;Ø10x20;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors/energy-storage/28455.png
235 EDLC-HVR ENYCAP™;Enlarge;MAL223551008E3;50000000;3;Radial;Ø18x35;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors/energy-storage/28455.png
