Series▲▼;Product Image;Order Code▲▼;Cap (µF)▲▼;Voltage(V)▲▼;Form▲▼;Case Size▲▼;Temp Max(°C)▲▼;Useful Life▲▼;Style▲▼;Technology▲▼;Image path
157 PUM-SI;Enlarge;MAL215759101E3;100;500;Snap-In;Ø22x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215757689E3;68;450;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215766271E3;270;400;Snap-In;Ø25x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215732122E3;1200;200;Snap-In;Ø30x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215772821E3;820;200;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215752391E3;390;200;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756471E3;470;400;Snap-In;Ø35x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215753221E3;220;250;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215779101E3;100;500;Snap-In;Ø22x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215729101E3;100;500;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215779689E3;68;500;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215736271E3;270;400;Snap-In;Ø30x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215762122E3;1200;200;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215753821E3;820;250;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215743391E3;390;250;Snap-In;Ø22x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215777471E3;470;450;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215746221E3;220;400;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215749101E3;100;500;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215759689E3;68;500;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215716271E3;270;400;Snap-In;Ø30x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215782122E3;1200;200;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215773821E3;820;250;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215723391E3;390;250;Snap-In;Ø22x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215757471E3;470;450;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215726221E3;220;400;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776221E3;220;400;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215719101E3;100;500;Snap-In;Ø30x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215749689E3;68;500;Snap-In;Ø25x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756271E3;270;400;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215743122E3;1200;250;Snap-In;Ø35x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215783821E3;820;250;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215773391E3;390;250;Snap-In;Ø30x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215759471E3;470;500;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215779471E3;470;500;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756221E3;220;400;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215739101E3;100;500;Snap-In;Ø30x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215729689E3;68;500;Snap-In;Ø25x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776271E3;270;400;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215723122E3;1200;250;Snap-In;Ø35x45;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215763821E3;820;250;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215753391E3;390;250;Snap-In;Ø30x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215757569E3;56;450;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215786221E3;220;400;Snap-In;Ø35x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215772102E3;1000;200;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215742681E3;680;200;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215717271E3;270;450;Snap-In;Ø30x45;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215736151E3;150;400;Snap-In;Ø22x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776821E3;820;400;Snap-In;Ø35x60;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776391E3;390;400;Snap-In;Ø30x45;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215777569E3;56;450;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215766221E3;220;400;Snap-In;Ø35x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215752102E3;1000;200;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215722681E3;680;200;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215737271E3;270;450;Snap-In;Ø30x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215716151E3;150;400;Snap-In;Ø22x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756821E3;820;400;Snap-In;Ø35x60;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756391E3;390;400;Snap-In;Ø30x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215722561E3;560;200;Snap-In;Ø22x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215747221E3;220;450;Snap-In;Ø25x50;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215782102E3;1000;200;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215752681E3;680;200;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215767271E3;270;450;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776151E3;150;400;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215736391E3;390;400;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215742561E3;560;200;Snap-In;Ø22x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215727221E3;220;450;Snap-In;Ø25x50;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215762102E3;1000;200;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215772681E3;680;200;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215787271E3;270;450;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756151E3;150;400;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215716391E3;390;400;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215712561E3;560;200;Snap-In;Ø25x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215757221E3;220;450;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215782681E3;680;200;Snap-In;Ø35x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215779271E3;270;500;Snap-In;Ø30x45;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215767151E3;150;450;Snap-In;Ø25x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215732561E3;560;200;Snap-In;Ø25x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215777221E3;220;450;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215762681E3;680;200;Snap-In;Ø35x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215759271E3;270;500;Snap-In;Ø30x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215787151E3;150;450;Snap-In;Ø25x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215752561E3;560;200;Snap-In;Ø30x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215787221E3;220;450;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215763681E3;680;250;Snap-In;Ø25x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215729271E3;270;500;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215727151E3;150;450;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215772561E3;560;200;Snap-In;Ø30x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215767221E3;220;450;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215783681E3;680;250;Snap-In;Ø25x45;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215749271E3;270;500;Snap-In;Ø35x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215747151E3;150;450;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215743561E3;560;250;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215759221E3;220;500;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215713681E3;680;250;Snap-In;Ø30x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215752331E3;330;200;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215757151E3;150;450;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215723561E3;560;250;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215779221E3;220;500;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215733681E3;680;250;Snap-In;Ø30x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215772331E3;330;200;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215777151E3;150;450;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215747391E3;390;450;Snap-In;Ø35x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215746181E3;180;400;Snap-In;Ø22x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215733102E3;1000;250;Snap-In;Ø30x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215773561E3;560;250;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215729221E3;220;500;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215753681E3;680;250;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215713331E3;330;250;Snap-In;Ø22x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215759151E3;150;500;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215727391E3;390;450;Snap-In;Ø35x45;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215726181E3;180;400;Snap-In;Ø22x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215713102E3;1000;250;Snap-In;Ø30x45;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215753561E3;560;250;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215749221E3;220;500;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215773681E3;680;250;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215733331E3;330;250;Snap-In;Ø22x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215779151E3;150;500;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215759391E3;390;500;Snap-In;Ø35x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215716181E3;180;400;Snap-In;Ø25x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215753102E3;1000;250;Snap-In;Ø35x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215763561E3;560;250;Snap-In;Ø35x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215772222E3;2200;200;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776681E3;680;400;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215753331E3;330;250;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215729151E3;150;500;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215749151E3;150;500;Snap-In;Ø30x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215779391E3;390;500;Snap-In;Ø35x45;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215736181E3;180;400;Snap-In;Ø25x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215773102E3;1000;250;Snap-In;Ø35x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215783561E3;560;250;Snap-In;Ø35x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215752222E3;2200;200;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756681E3;680;400;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
