Series▲▼;Product Image;Order Code▲▼;Cap (µF)▲▼;Voltage(V)▲▼;Form▲▼;Case Size▲▼;Temp Max(°C)▲▼;Useful Life▲▼;Style▲▼;Technology▲▼;Image path
157 PUM-SI;Enlarge;MAL215773331E3;330;250;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215722152E3;1500;200;Snap-In;Ø30x50;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215779479E3;47;500;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215747181E3;180;450;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776121E3;120;400;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215746561E3;560;400;Snap-In;Ø35x45;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215752271E3;270;200;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215777681E3;680;450;Snap-In;Ø35x60;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776331E3;330;400;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215757681E3;680;450;Snap-In;Ø35x60;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756331E3;330;400;Snap-In;Ø30x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215742152E3;1500;200;Snap-In;Ø30x50;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215759479E3;47;500;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215727181E3;180;450;Snap-In;Ø25x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756121E3;120;400;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215726561E3;560;400;Snap-In;Ø35x45;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215772271E3;270;200;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756829E3;82;400;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215766331E3;330;400;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215752152E3;1500;200;Snap-In;Ø35x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215732471E3;470;200;Snap-In;Ø22x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215777181E3;180;450;Snap-In;Ø30x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215727121E3;120;450;Snap-In;Ø22x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215779561E3;560;500;Snap-In;Ø35x60;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215723271E3;270;250;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776829E3;82;400;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215786331E3;330;400;Snap-In;Ø35x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215772152E3;1500;200;Snap-In;Ø35x40;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215712471E3;470;200;Snap-In;Ø22x35;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215757181E3;180;450;Snap-In;Ø30x35;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215747121E3;120;450;Snap-In;Ø22x40;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215759561E3;560;500;Snap-In;Ø35x60;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215743271E3;270;250;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215747829E3;82;450;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215747331E3;330;450;Snap-In;Ø30x50;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215773152E3;1500;250;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215752471E3;470;200;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215787181E3;180;450;Snap-In;Ø35x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215777121E3;120;450;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215756689E3;68;400;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215753271E3;270;250;Snap-In;Ø25x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215727829E3;82;450;Snap-In;Ø22x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215727331E3;330;450;Snap-In;Ø30x50;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215753152E3;1500;250;Snap-In;Ø35x50;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215772471E3;470;200;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215767181E3;180;450;Snap-In;Ø35x25;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215757121E3;120;450;Snap-In;Ø25x30;+85 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215776689E3;68;400;Snap-In;Ø22x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
157 PUM-SI;Enlarge;MAL215773271E3;270;250;Snap-In;Ø25x25;+85 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28338.png
158 PUL-SI;Enlarge;MAL215871682E3;6800;50;Snap-In;Ø30x40;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215811272E3;2700;50;Snap-In;Ø22x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215819102E3;1000;100;Snap-In;Ø22x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215838332E3;3300;63;Snap-In;Ø30x30;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215865123E3;12000;16;Snap-In;Ø25x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215878682E3;6800;63;Snap-In;Ø30x50;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215821272E3;2700;50;Snap-In;Ø25x30;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215829102E3;1000;100;Snap-In;Ø25x30;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215822332E3;3300;80;Snap-In;Ø25x50;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215836123E3;12000;25;Snap-In;Ø30x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215838682E3;6800;63;Snap-In;Ø30x50;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215861272E3;2700;50;Snap-In;Ø25x30;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215869102E3;1000;100;Snap-In;Ø25x30;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215862332E3;3300;80;Snap-In;Ø25x50;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215876123E3;12000;25;Snap-In;Ø30x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215888682E3;6800;63;Snap-In;Ø35x40;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215868272E3;2700;63;Snap-In;Ø25x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215815103E3;10000;16;Snap-In;Ø22x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215835333E3;33000;16;Snap-In;Ø30x50;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215847123E3;12000;40;Snap-In;Ø35x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215848682E3;6800;63;Snap-In;Ø35x40;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215828272E3;2700;63;Snap-In;Ø25x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215855103E3;10000;16;Snap-In;Ø22x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215875333E3;33000;16;Snap-In;Ø30x50;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215887123E3;12000;40;Snap-In;Ø35x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215842682E3;6800;80;Snap-In;Ø35x50;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215832272E3;2700;80;Snap-In;Ø30x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215865103E3;10000;16;Snap-In;Ø25x30;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215885333E3;33000;16;Snap-In;Ø35x40;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215841123E3;12000;50;Snap-In;Ø35x45;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215882682E3;6800;80;Snap-In;Ø35x50;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215872272E3;2700;80;Snap-In;Ø30x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215825103E3;10000;16;Snap-In;Ø25x30;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215845333E3;33000;16;Snap-In;Ø35x40;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215881123E3;12000;50;Snap-In;Ø35x45;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215878472E3;4700;63;Snap-In;Ø30x40;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215886183E3;18000;25;Snap-In;Ø35x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215859821E3;820;100;Snap-In;Ø22x30;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215885273E3;27000;16;Snap-In;Ø35x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215826103E3;10000;25;Snap-In;Ø25x40;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215846333E3;33000;25;Snap-In;Ø35x50;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215829152E3;1500;100;Snap-In;Ø25x40;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215882472E3;4700;80;Snap-In;Ø35x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215887183E3;18000;40;Snap-In;Ø35x50;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215819821E3;820;100;Snap-In;Ø22x30;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215845273E3;27000;16;Snap-In;Ø35x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215866103E3;10000;25;Snap-In;Ø25x40;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215886333E3;33000;25;Snap-In;Ø35x50;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215869152E3;1500;100;Snap-In;Ø25x40;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215842472E3;4700;80;Snap-In;Ø35x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215847183E3;18000;40;Snap-In;Ø35x50;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215852821E3;820;80;Snap-In;Ø22x25;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215846273E3;27000;25;Snap-In;Ø35x45;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215836103E3;10000;25;Snap-In;Ø30x30;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215849392E3;3900;100;Snap-In;Ø35x40;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215851152E3;1500;50;Snap-In;Ø22x25;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215885473E3;47000;16;Snap-In;Ø35x50;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215879222E3;2200;100;Snap-In;Ø30x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215839222E3;2200;100;Snap-In;Ø30x35;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215812821E3;820;80;Snap-In;Ø22x25;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215886273E3;27000;25;Snap-In;Ø35x45;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215876103E3;10000;25;Snap-In;Ø30x30;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215889392E3;3900;100;Snap-In;Ø35x40;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215811152E3;1500;50;Snap-In;Ø22x25;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215845473E3;47000;16;Snap-In;Ø35x50;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215859561E3;560;100;Snap-In;Ø22x25;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215857222E3;2200;40;Snap-In;Ø22x25;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215815822E3;8200;16;Snap-In;Ø22x30;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215879332E3;3300;100;Snap-In;Ø30x50;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215877103E3;10000;40;Snap-In;Ø30x40;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215857392E3;3900;40;Snap-In;Ø22x35;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215858152E3;1500;63;Snap-In;Ø22x30;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215819561E3;560;100;Snap-In;Ø22x25;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215817222E3;2200;40;Snap-In;Ø22x25;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215855822E3;8200;16;Snap-In;Ø22x30;+105 °C;5000;"""Large Can, 3-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
158 PUL-SI;Enlarge;MAL215839332E3;3300;100;Snap-In;Ø30x50;+105 °C;5000;"""Large Can, 2-Terminal SI, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28375.png
