Part Number▲▼;Product Image;Description▲▼;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
A103K15X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103K15X7RF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103K15X7RH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103K15X7RH5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103K15X7RH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103K15X7RH5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103K15X7RK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103K15X7RK5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103K15X7RK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103K15X7RK5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103K20X7RL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103K20X7RL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103M15X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103M15X7RF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103M15X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103M15X7RF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103M15X7RH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103M15X7RH5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103M15X7RH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103M15X7RH5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103M15X7RK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103M15X7RK5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103M15X7RK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103M15X7RK5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A103M20X7RL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;10000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103M20X7RL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;10000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103Z15Y5VF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;10000;Y5V;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A103Z15Y5VF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;10000;Y5V;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104K15X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104K15X7RF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;100000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A104K15X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104K15X7RF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;100000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A104K15X7RH5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;100000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A104K15X7RH5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;100000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A104K20X7RH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104K20X7RH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104M15X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104M15X7RF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;100000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A104M15X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104M15X7RF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;100000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A104M15X7RH5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;100000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A104M15X7RH5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;100000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A104M20X7RH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104M20X7RH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104Z15Y5VF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100000;Y5V;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104Z15Y5VF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100000;Y5V;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A104Z15Y5VH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100000;Y5V;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A105K20X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A105K20X7RF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A105K20X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A105K20X7RF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A105M20X7RF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000000;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A105M20X7RF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000000;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A105Z20Y5VF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000000;Y5V;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A105Z20Y5VF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000000;Y5V;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A120J15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;12;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A120J15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;12;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A120J15C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;12;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A120J15C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;12;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A120K15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;12;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A120K15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;12;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A120K15C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;12;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A120K15C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;12;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121J15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121J15C0GF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A121J15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121J15C0GF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A121J15C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121J15C0GH5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A121J15C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121J15C0GH5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A121J15C0GK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121J15C0GK5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A121J15C0GK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121J15C0GK5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45231.png
A121J15C0GL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121J15C0GL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15C0GK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15C0GK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15C0GL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;120;C0G;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15C0GL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;120;C0G;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;120;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;120;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15X7RH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;120;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15X7RH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;120;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15X7RK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;120;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15X7RK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;120;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15X7RL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;120;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121K15X7RL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;120;X7R;NA;Axial;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
A121M15X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;120;X7R;NA;Axial;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45164.png
