Part Number▲▼;Product Image;Description▲▼;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
715C10KTD18M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);1800;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD22;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD22M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD22M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2200;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD28;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2800;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD28M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2800;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD28M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2800;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD39;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);3900;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD39M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);3900;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD39M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);3900;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD50;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);5000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD50M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);5000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD50M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);5000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD68;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);6800;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD68M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);6800;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD68M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);6800;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD80;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);8000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD80M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);8000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTD80M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);8000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTT56;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);560;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTT56M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);560;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTT68;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);680;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTT68M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);680;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTT82;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);820;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C10KTT82M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);820;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15DKD15;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);1500;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C15DKD20;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);2000;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C15DKD33;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);3300;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C15DKD47;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);4700;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C15DKS10;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);10000;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C15KTD10;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD10M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD11;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1100;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD11M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1100;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD15;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD15M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1500;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD19;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1900;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD19M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1900;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD19M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1900;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD27;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);2700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD27M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);2700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD27M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);2700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD33;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);3300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD33M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);3300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD33M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);3300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD34;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);3400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD34M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);3400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD34M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);3400;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD47;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);4700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD47M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);4700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD47M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);4700;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD53;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);5300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD53M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);5300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTD53M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);5300;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTT37;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);370;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTT37M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);370;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTT56;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);560;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTT56M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);560;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTT75;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);750;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C15KTT75M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);750;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20DKD10;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;20000 (7000 RMS);1000;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C20DKD10M5;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;20000 (7000 RMS);1000;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C20DKD13;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;20000 (7000 RMS);1300;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C20DKD25;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;20000 (7000 RMS);2500;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C20DKD33;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;20000 (7000 RMS);3300;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C20DKD47;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;20000 (7000 RMS);4700;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C20DKD68;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;20000 (7000 RMS);6800;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C20DKT50;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;20000 (7000 RMS);500;Y5U;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22168.png
715C20KTD10;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);1000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
715C20KTD10M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;20000 (14000 RMS);1000;N4700;NA;NA;Individual;image/capacitors/ceramic/high-voltage/22210.png
